dstport,protocol,tag
3649,udp,sv_P8
2599,udp,sv_P15
33336,icmp,sv_P9
33192,tcp,web
65309,tcp,sv_P18
2396,tcp,web
1176,udp,sv_P10
21394,icmp,sv_P6
15402,udp,sv_P19
1739,udp,sv_P7
27913,tcp,email
50524,udp,sv_P3
56752,udp,service
14623,tcp,email
51132,tcp,service
34001,tcp,sv_P14
2818,tcp,sv_P19
44507,tcp,sv_P12
27578,icmp,email
49609,udp,sv_P11
20112,udp,sv_P11
38741,tcp,sv_P7
59117,udp,sv_P15
15093,tcp,sv_P12
25271,icmp,email
50277,udp,sv_P5
52588,icmp,sv_P1
51776,tcp,sv_P6
37918,udp,sv_P17
13816,udp,sv_P9
29675,tcp,sv_P14
3869,icmp,sv_P10
41312,udp,sv_P7
3417,icmp,sv_P18
17074,udp,sv_P7
56126,tcp,sv_P16
48109,icmp,sv_P17
22120,icmp,service
14578,icmp,sv_P9
42390,udp,sv_P13
23791,tcp,sv_P14
55510,udp,sv_P13
55142,icmp,sv_P17
56433,icmp,sv_P7
23894,udp,sv_P15
56787,udp,sv_P1
9885,udp,email
8445,udp,sv_P4
20085,tcp,sv_P7
43267,icmp,web
6236,icmp,service
4440,icmp,sv_P10
41571,tcp,sv_P5
31581,udp,sv_P3
6611,udp,sv_P9
881,udp,sv_P3
41462,udp,service
26243,icmp,sv_P3
40020,icmp,email
28857,tcp,web
61142,icmp,sv_P7
7246,icmp,sv_P2
18410,udp,sv_P16
3324,icmp,sv_P3
51113,tcp,sv_P14
19897,icmp,sv_P1
42991,udp,sv_P5
2653,tcp,sv_P18
56580,icmp,sv_P11
59830,tcp,sv_P18
22725,udp,service
8901,tcp,sv_P12
61461,tcp,sv_P20
3631,udp,sv_P12
690,tcp,sv_P11
17211,icmp,sv_P1
42073,udp,email
19198,tcp,service
20250,tcp,sv_P20
63111,udp,sv_P9
17161,icmp,sv_P19
64375,icmp,sv_P6
25347,tcp,sv_P8
18662,tcp,sv_P8
65005,icmp,sv_P1
14918,udp,sv_P8
43294,udp,sv_P18
11605,udp,web
27304,icmp,sv_P5
28994,udp,sv_P8
37762,icmp,sv_P17
54079,icmp,sv_P19
61447,udp,sv_P4
53523,udp,sv_P11
19347,tcp,sv_P3
32710,udp,sv_P1
41086,tcp,web
1372,udp,sv_P2
50588,udp,sv_P2
39417,icmp,sv_P15
52715,tcp,sv_P20
15411,tcp,sv_P14
53380,tcp,web
48938,icmp,sv_P3
45804,tcp,sv_P6
36892,tcp,sv_P18
21738,icmp,sv_P11
32029,udp,sv_P9
39736,icmp,sv_P10
22666,udp,sv_P17
27447,icmp,sv_P12
55510,tcp,sv_P10
38254,tcp,sv_P14
47125,tcp,web
59752,tcp,sv_P20
44480,udp,sv_P11
62412,icmp,sv_P16
13765,icmp,sv_P14
29024,udp,sv_P14
13523,tcp,service
27652,tcp,service
29057,tcp,sv_P19
39112,tcp,sv_P2
47903,tcp,sv_P20
44471,icmp,sv_P8
8074,icmp,email
26910,tcp,sv_P20
3669,icmp,sv_P20
34590,tcp,sv_P14
50389,icmp,sv_P12
33423,tcp,sv_P4
51346,icmp,sv_P11
6440,udp,sv_P4
61149,icmp,sv_P15
35675,udp,sv_P17
54967,icmp,sv_P17
51430,udp,sv_P5
28373,udp,sv_P16
29078,icmp,sv_P8
64001,tcp,sv_P17
1222,icmp,email
25947,tcp,sv_P8
16990,tcp,sv_P18
51488,tcp,sv_P18
36701,icmp,web
8093,udp,sv_P14
55083,udp,sv_P15
37644,icmp,web
8792,tcp,sv_P7
29886,udp,email
26198,udp,sv_P20
8837,icmp,sv_P11
15194,udp,sv_P13
42521,icmp,sv_P2
12215,udp,sv_P12
52516,tcp,sv_P1
2284,tcp,sv_P10
55837,icmp,sv_P12
15613,tcp,sv_P12
1424,udp,sv_P17
31190,tcp,sv_P7
2388,tcp,sv_P3
5654,icmp,sv_P9
51304,icmp,sv_P17
3485,icmp,sv_P3
28298,tcp,sv_P7
52079,icmp,sv_P6
57203,tcp,sv_P15
11031,tcp,sv_P10
21803,tcp,sv_P8
11885,udp,sv_P19
20616,tcp,service
52997,udp,sv_P5
46682,tcp,sv_P2
41181,icmp,sv_P7
31436,udp,sv_P13
20416,tcp,sv_P16
61040,tcp,sv_P20
28065,icmp,sv_P13
23073,udp,sv_P2
8375,udp,sv_P15
54809,icmp,sv_P19
46043,icmp,sv_P6
35573,udp,sv_P17
27024,tcp,web
55031,icmp,service
61817,icmp,sv_P12
37269,tcp,sv_P13
26130,udp,sv_P9
16987,icmp,sv_P19
52192,tcp,sv_P7
47556,tcp,sv_P8
58554,icmp,web
21978,tcp,sv_P10
40195,tcp,service
22822,icmp,sv_P18
27027,icmp,sv_P7
49784,udp,service
27673,icmp,web
25421,tcp,sv_P12
53392,tcp,sv_P12
36152,udp,sv_P1
29208,tcp,sv_P17
48976,icmp,sv_P6
14607,icmp,sv_P10
43576,udp,sv_P11
18122,tcp,sv_P4
29605,tcp,sv_P16
62343,icmp,web
62717,icmp,sv_P3
30143,tcp,sv_P15
46644,icmp,sv_P16
46846,tcp,service
14941,icmp,sv_P3
16303,icmp,service
33963,tcp,web
15673,icmp,sv_P5
12745,icmp,sv_P19
52907,tcp,sv_P18
27036,icmp,sv_P14
29753,udp,sv_P8
55400,icmp,sv_P3
52644,udp,sv_P18
9830,icmp,sv_P13
20815,tcp,sv_P13
54908,icmp,sv_P15
17226,icmp,sv_P7
25663,udp,sv_P1
7895,icmp,sv_P7
3322,tcp,sv_P8
59325,icmp,email
48343,tcp,sv_P9
16546,tcp,sv_P14
57333,tcp,sv_P13
64052,icmp,sv_P6
16891,tcp,sv_P15
26286,udp,sv_P15
58059,tcp,sv_P3
32241,icmp,sv_P17
20212,icmp,sv_P6
2034,icmp,sv_P5
46487,tcp,sv_P13
33211,icmp,sv_P6
53022,tcp,sv_P4
28267,tcp,sv_P5
47855,udp,email
61713,icmp,sv_P15
50847,icmp,sv_P7
951,tcp,sv_P17
31125,udp,sv_P16
43966,icmp,service
22710,udp,sv_P19
55028,icmp,sv_P18
27119,icmp,sv_P3
39786,udp,service
32682,tcp,sv_P2
63593,icmp,sv_P13
31476,tcp,sv_P2
7348,udp,sv_P2
5599,udp,web
25264,icmp,web
5492,tcp,sv_P14
65194,tcp,sv_P14
51040,udp,sv_P7
51121,udp,sv_P13
48526,icmp,sv_P13
16875,udp,service
29618,tcp,sv_P19
62713,tcp,sv_P16
35667,icmp,sv_P3
34844,udp,sv_P6
61784,icmp,sv_P3
25628,tcp,sv_P1
39430,icmp,sv_P10
38534,tcp,sv_P10
46407,udp,sv_P2
8731,udp,sv_P15
40160,tcp,sv_P6
741,tcp,sv_P14
6362,icmp,sv_P16
25595,udp,sv_P6
20583,tcp,sv_P12
40284,icmp,sv_P2
8462,tcp,sv_P9
5986,tcp,sv_P1
29420,udp,sv_P2
61938,icmp,sv_P10
28036,icmp,sv_P8
59374,tcp,sv_P17
24019,tcp,sv_P5
25347,icmp,sv_P7
1911,icmp,service
14049,tcp,sv_P13
37599,tcp,web
3470,udp,sv_P9
62538,tcp,email
37131,udp,sv_P11
14757,udp,sv_P3
33152,tcp,sv_P10
33153,udp,sv_P4
35789,icmp,sv_P6
20752,udp,sv_P2
47145,udp,service
32843,udp,service
52602,tcp,email
21395,tcp,sv_P9
61606,udp,web
27366,tcp,sv_P17
5047,udp,sv_P8
37881,udp,sv_P18
19019,udp,sv_P18
1507,tcp,sv_P18
3717,icmp,sv_P1
30392,tcp,sv_P9
9346,icmp,sv_P2
38173,tcp,sv_P11
10064,udp,sv_P6
39279,tcp,sv_P14
18649,udp,sv_P8
44428,udp,sv_P9
5429,tcp,sv_P1
8932,icmp,sv_P4
12920,icmp,sv_P10
20014,udp,sv_P4
30345,icmp,sv_P1
29693,udp,service
62472,icmp,sv_P11
40148,tcp,sv_P9
49573,tcp,sv_P1
9790,udp,sv_P1
8609,tcp,sv_P19
55323,icmp,sv_P4
25669,tcp,sv_P5
17920,udp,sv_P8
15462,udp,sv_P14
15306,tcp,sv_P4
58811,tcp,sv_P12
36978,icmp,sv_P16
11693,tcp,sv_P18
43658,icmp,sv_P13
6099,tcp,sv_P9
28870,tcp,service
48509,icmp,sv_P7
2964,tcp,sv_P10
63272,udp,web
36326,udp,sv_P3
40391,icmp,service
26002,icmp,sv_P16
10110,udp,sv_P20
25013,udp,sv_P7
60255,tcp,sv_P11
40662,tcp,sv_P5
3403,udp,sv_P2
55676,udp,sv_P6
43229,icmp,sv_P19
44754,udp,sv_P12
62681,udp,sv_P4
30782,icmp,sv_P14
48727,udp,sv_P6
9894,udp,sv_P5
234,tcp,sv_P13
7669,udp,sv_P7
55483,udp,sv_P15
38470,udp,sv_P19
43267,icmp,sv_P10
26827,icmp,sv_P14
1931,udp,sv_P17
29048,icmp,sv_P17
61641,tcp,service
25895,udp,sv_P16
65392,udp,sv_P17
17442,tcp,sv_P16
24437,udp,sv_P18
55287,icmp,sv_P3
63972,icmp,sv_P14
42992,tcp,web
22017,udp,sv_P16
10110,udp,sv_P15
9449,icmp,sv_P10
6773,tcp,sv_P4
3155,tcp,sv_P12
9288,icmp,sv_P9
41421,icmp,sv_P9
46891,udp,sv_P4
55753,tcp,sv_P19
21692,udp,sv_P14
42091,udp,sv_P18
45187,icmp,sv_P2
15315,icmp,sv_P2
27189,udp,sv_P1
51140,icmp,email
14771,icmp,sv_P5
48546,tcp,sv_P16
49044,icmp,email
44895,udp,sv_P18
885,tcp,sv_P6
41787,tcp,sv_P7
20695,udp,sv_P17
2109,udp,sv_P5
57453,tcp,sv_P17
29041,icmp,sv_P19
23528,udp,sv_P19
6439,udp,sv_P2
15647,udp,sv_P8
19715,tcp,sv_P15
33561,icmp,web
19915,icmp,sv_P8
3278,tcp,sv_P17
52143,udp,sv_P16
2434,icmp,sv_P4
45059,udp,sv_P3
26814,tcp,sv_P19
58877,icmp,sv_P17
37132,udp,sv_P10
9468,icmp,web
44115,icmp,sv_P1
40493,udp,sv_P8
2718,tcp,service
48391,udp,sv_P18
62423,icmp,sv_P4
15231,icmp,sv_P13
59069,tcp,email
6443,icmp,sv_P16
1763,tcp,sv_P20
17817,tcp,sv_P8
16557,tcp,sv_P19
53485,udp,sv_P15
42126,udp,sv_P4
20952,tcp,sv_P20
54200,udp,sv_P19
60679,icmp,sv_P20
52365,tcp,sv_P19
53195,icmp,email
29646,tcp,sv_P14
57265,tcp,sv_P9
8534,tcp,sv_P15
54245,tcp,sv_P3
64218,icmp,sv_P6
65004,tcp,sv_P2
55050,udp,sv_P16
24437,tcp,sv_P9
46288,tcp,sv_P6
33528,tcp,sv_P5
26174,udp,sv_P10
44349,udp,sv_P13
3949,tcp,sv_P1
43982,tcp,sv_P12
9839,udp,sv_P5
46239,icmp,service
26658,tcp,sv_P16
54359,tcp,sv_P7
1985,tcp,sv_P5
33329,tcp,sv_P18
53223,icmp,sv_P3
4455,tcp,sv_P1
16678,icmp,sv_P16
24748,tcp,email
24287,icmp,sv_P18
38389,udp,sv_P6
4077,icmp,sv_P4
37644,icmp,sv_P19
57001,tcp,sv_P7
62434,udp,sv_P5
24259,icmp,sv_P2
3168,tcp,sv_P3
28317,tcp,sv_P11
29056,udp,sv_P19
38540,tcp,sv_P20
61243,udp,sv_P1
55204,tcp,sv_P6
39638,icmp,sv_P20
21288,tcp,sv_P10
63098,icmp,sv_P1
31298,icmp,sv_P16
23949,udp,sv_P17
32217,icmp,sv_P1
30752,tcp,sv_P3
60877,tcp,sv_P17
34970,icmp,email
27116,udp,sv_P8
31596,tcp,sv_P2
16212,tcp,sv_P18
19436,tcp,sv_P10
38478,udp,sv_P11
20659,icmp,sv_P16
10581,udp,sv_P13
52946,udp,sv_P5
56659,tcp,sv_P6
62378,udp,sv_P10
29126,tcp,sv_P20
35635,icmp,sv_P16
20657,icmp,sv_P20
50944,tcp,sv_P18
10267,tcp,sv_P9
14776,udp,sv_P6
63761,icmp,web
3452,tcp,sv_P15
28383,udp,sv_P15
41940,tcp,sv_P13
20343,udp,web
11734,icmp,sv_P8
24237,tcp,sv_P10
11428,tcp,sv_P13
19532,icmp,sv_P2
19731,udp,sv_P9
61807,tcp,sv_P17
54449,tcp,web
27759,icmp,sv_P18
23021,udp,sv_P4
60472,udp,sv_P19
55112,tcp,sv_P10
19825,tcp,sv_P14
37877,tcp,sv_P8
63542,tcp,sv_P12
33888,icmp,sv_P19
32705,tcp,sv_P7
38749,icmp,sv_P9
44,udp,sv_P7
6211,tcp,sv_P5
50775,tcp,sv_P12
16159,icmp,sv_P12
651,icmp,web
6450,icmp,sv_P15
40470,icmp,sv_P8
61284,udp,sv_P13
52718,icmp,email
63580,icmp,sv_P16
57056,tcp,email
55570,udp,sv_P18
50643,icmp,sv_P3
49558,icmp,sv_P11
17511,icmp,web
51192,udp,sv_P9
50430,icmp,sv_P15
55855,icmp,sv_P16
16617,icmp,sv_P5
67,tcp,sv_P15
28843,tcp,sv_P9
54985,tcp,sv_P17
42163,tcp,sv_P16
16883,tcp,sv_P19
39427,udp,sv_P10
30491,icmp,web
17458,icmp,sv_P2
54728,udp,service
47806,udp,sv_P20
24054,udp,sv_P1
33022,icmp,sv_P15
848,tcp,sv_P4
37969,tcp,sv_P3
55374,udp,service
54268,icmp,web
35110,tcp,sv_P11
1214,tcp,sv_P18
1141,udp,sv_P14
3054,icmp,sv_P18
49918,udp,sv_P19
23413,icmp,sv_P20
26800,udp,sv_P9
52486,icmp,sv_P19
12708,tcp,sv_P10
53229,udp,service
27786,tcp,sv_P12
14114,tcp,sv_P16
59001,tcp,sv_P3
538,icmp,sv_P7
10028,icmp,sv_P11
33694,udp,sv_P4
65349,tcp,email
60121,udp,sv_P11
50798,udp,web
34364,udp,sv_P2
32851,udp,sv_P12
34943,tcp,sv_P15
42415,tcp,sv_P6
14253,tcp,sv_P20
31538,icmp,web
60093,udp,sv_P14
56587,tcp,sv_P11
8914,tcp,sv_P14
45790,icmp,sv_P17
16900,tcp,sv_P10
2033,icmp,sv_P5
18566,tcp,email
38344,tcp,sv_P14
58541,udp,sv_P3
687,udp,sv_P1
43432,udp,sv_P19
45814,tcp,sv_P13
54071,tcp,sv_P18
24313,udp,sv_P5
59125,udp,sv_P18
358,udp,sv_P5
57364,tcp,sv_P7
27893,icmp,sv_P14
25881,icmp,sv_P5
55401,udp,sv_P2
32913,udp,sv_P12
26659,tcp,sv_P20
22450,udp,sv_P14
34720,tcp,sv_P4
51264,udp,sv_P17
18045,tcp,sv_P3
24721,udp,sv_P4
27887,tcp,sv_P11
14142,tcp,sv_P14
46393,tcp,service
18627,udp,service
62664,tcp,sv_P12
2833,udp,web
19729,tcp,sv_P2
29883,udp,sv_P1
24782,icmp,sv_P16
16862,tcp,sv_P9
41302,udp,service
37089,udp,sv_P8
4340,tcp,sv_P3
61740,icmp,sv_P9
11818,udp,sv_P3
9654,icmp,sv_P4
30627,icmp,sv_P18
6537,udp,sv_P8
13238,udp,sv_P8
48832,tcp,sv_P4
23206,udp,sv_P15
8086,udp,sv_P7
16091,icmp,sv_P2
46008,udp,sv_P3
18218,tcp,sv_P16
27786,udp,sv_P9
42815,udp,sv_P19
55056,udp,sv_P8
35062,icmp,sv_P14
44862,icmp,web
33110,udp,sv_P5
49855,udp,sv_P3
174,icmp,sv_P7
21957,icmp,sv_P15
62315,udp,sv_P1
29951,icmp,web
31066,icmp,sv_P4
28261,icmp,sv_P7
32040,icmp,sv_P17
33875,udp,sv_P14
29509,tcp,sv_P12
12042,tcp,sv_P1
28086,udp,sv_P11
47914,udp,sv_P20
63280,tcp,sv_P20
1923,udp,sv_P10
48671,udp,sv_P4
10094,icmp,sv_P13
108,icmp,sv_P5
12758,udp,sv_P8
19052,tcp,web
33078,icmp,sv_P10
9427,icmp,web
39314,udp,sv_P19
43159,tcp,service
23297,icmp,sv_P11
3001,tcp,sv_P19
54467,udp,sv_P8
56881,icmp,sv_P9
46565,icmp,sv_P10
17193,udp,sv_P9
51512,icmp,sv_P19
53465,icmp,sv_P16
61991,udp,sv_P12
29291,icmp,sv_P11
53534,tcp,sv_P3
28224,tcp,sv_P6
20489,icmp,web
52583,tcp,sv_P2
16334,udp,sv_P11
32572,udp,sv_P10
45571,udp,sv_P17
15429,tcp,sv_P5
3611,tcp,service
37611,udp,sv_P12
12103,icmp,web
63309,udp,sv_P18
62252,tcp,sv_P14
30264,tcp,sv_P16
3705,tcp,sv_P8
42523,icmp,sv_P1
2555,udp,sv_P11
33531,udp,sv_P20
32439,tcp,sv_P2
18142,icmp,web
7427,icmp,sv_P13
12829,udp,sv_P7
10000,udp,sv_P3
21802,tcp,sv_P20
49321,tcp,sv_P17
64011,udp,sv_P16
29061,icmp,sv_P3
11819,udp,sv_P5
9312,tcp,service
49043,icmp,web
47810,icmp,sv_P12
61858,udp,web
412,udp,service
31239,udp,sv_P16
21636,udp,service
2188,udp,sv_P1
2890,tcp,sv_P15
38663,icmp,sv_P18
20601,tcp,sv_P9
41341,udp,sv_P13
9207,tcp,sv_P8
63782,udp,sv_P12
52555,icmp,sv_P6
45061,tcp,sv_P4
17032,icmp,sv_P19
24560,udp,sv_P12
15664,udp,sv_P12
19352,udp,sv_P12
51388,icmp,service
49401,udp,sv_P14
57889,udp,sv_P1
60588,udp,sv_P15
21982,icmp,sv_P17
45769,udp,sv_P20
40913,icmp,sv_P9
34849,icmp,sv_P6
7019,tcp,sv_P3
48034,udp,sv_P2
29199,icmp,sv_P15
59173,tcp,sv_P5
33306,icmp,web
32715,icmp,sv_P8
40546,udp,sv_P4
22990,icmp,sv_P1
8584,tcp,sv_P18
62130,tcp,sv_P5
23061,icmp,sv_P7
8710,udp,sv_P18
60929,icmp,service
28273,udp,sv_P2
18572,tcp,sv_P12
26478,tcp,sv_P15
56786,tcp,sv_P14
27007,icmp,web
59264,udp,web
19684,icmp,sv_P16
39121,udp,sv_P14
19988,icmp,sv_P6
19839,icmp,sv_P9
40266,icmp,sv_P6
59201,udp,sv_P5
5933,udp,service
720,icmp,sv_P20
26992,icmp,sv_P16
50555,icmp,sv_P7
60932,tcp,sv_P15
21330,tcp,sv_P19
56823,udp,sv_P8
26517,icmp,sv_P18
18724,icmp,sv_P8
2698,icmp,sv_P11
1211,udp,sv_P12
8399,icmp,sv_P15
2413,tcp,sv_P5
42477,udp,web
20438,udp,sv_P19
5897,tcp,sv_P14
3164,icmp,sv_P18
41926,icmp,sv_P17
51967,udp,sv_P17
16286,tcp,email
22768,icmp,sv_P17
16183,icmp,sv_P10
60486,icmp,sv_P16
65217,tcp,sv_P9
37027,tcp,service
4411,udp,sv_P3
29782,tcp,sv_P3
16530,udp,sv_P2
12220,icmp,sv_P10
42484,udp,sv_P16
4144,icmp,sv_P15
33244,icmp,service
39231,udp,sv_P19
33541,tcp,sv_P6
18927,udp,email
28150,udp,sv_P12
36817,icmp,sv_P6
55706,udp,sv_P9
21344,udp,sv_P17
64105,icmp,sv_P18
44295,udp,service
33085,tcp,sv_P1
63279,icmp,service
26762,tcp,sv_P8
31241,icmp,sv_P15
668,tcp,service
39388,icmp,sv_P15
29343,tcp,sv_P3
16298,icmp,sv_P1
39013,icmp,sv_P14
9290,tcp,sv_P15
2671,tcp,sv_P9
45068,tcp,sv_P11
50388,tcp,sv_P16
31584,icmp,sv_P1
1156,icmp,sv_P11
28446,udp,web
3037,icmp,web
8727,tcp,sv_P12
13067,tcp,sv_P17
2059,tcp,sv_P3
11608,udp,web
24441,tcp,sv_P6
38998,tcp,sv_P7
4732,tcp,sv_P5
19872,udp,sv_P18
17332,icmp,sv_P7
65182,tcp,sv_P20
64853,tcp,sv_P8
64760,udp,sv_P7
26734,tcp,sv_P1
23821,icmp,service
27788,icmp,sv_P2
49242,tcp,sv_P3
41450,tcp,sv_P6
40795,tcp,sv_P18
45770,icmp,sv_P8
45884,icmp,sv_P19
64217,tcp,sv_P2
21983,udp,sv_P15
56175,udp,sv_P18
58816,udp,email
43137,udp,service
22218,udp,sv_P10
8307,udp,sv_P1
48259,tcp,sv_P6
49084,udp,sv_P5
34564,icmp,sv_P17
10319,tcp,sv_P14
24530,icmp,sv_P1
38904,udp,sv_P15
52448,tcp,sv_P18
8393,icmp,sv_P1
36004,udp,sv_P12
44203,icmp,sv_P5
6864,icmp,sv_P14
45034,icmp,sv_P14
61498,tcp,email
19195,udp,sv_P9
49551,icmp,sv_P10
26431,udp,sv_P15
30149,udp,web
19897,tcp,sv_P11
62009,tcp,sv_P18
25682,tcp,sv_P19
37693,icmp,sv_P9
2368,icmp,sv_P6
65017,udp,sv_P2
40,udp,sv_P20
60880,icmp,sv_P9
48817,icmp,sv_P5
35693,tcp,sv_P18
50621,tcp,sv_P20
3843,tcp,sv_P8
19480,icmp,email
63103,udp,web
47238,tcp,sv_P15
28489,udp,sv_P17
12523,icmp,email
42950,icmp,sv_P7
38217,icmp,sv_P6
54329,udp,sv_P3
64262,udp,sv_P16
64911,icmp,sv_P14
41912,tcp,sv_P18
56704,icmp,sv_P12
65449,icmp,sv_P14
6135,icmp,sv_P19
16912,icmp,sv_P4
15066,icmp,sv_P11
34099,icmp,sv_P14
52587,udp,sv_P3
4343,tcp,sv_P12
56024,icmp,sv_P18
32568,icmp,sv_P4
40141,icmp,sv_P1
20587,udp,sv_P11
10897,icmp,sv_P13
64353,udp,sv_P2
8142,udp,email
27021,udp,sv_P18
7765,udp,sv_P3
45329,udp,sv_P4
17771,udp,sv_P2
63239,icmp,sv_P14
49035,udp,email
3603,tcp,web
21418,udp,sv_P15
23323,icmp,sv_P17
1902,icmp,sv_P12
10237,icmp,sv_P9
17688,udp,sv_P18
50826,udp,sv_P13
52172,icmp,sv_P9
44882,tcp,sv_P9
17515,udp,sv_P11
608,tcp,sv_P8
8807,udp,sv_P10
37274,udp,sv_P20
8687,tcp,sv_P19
44596,icmp,sv_P1
52793,udp,sv_P15
42893,icmp,sv_P16
17196,udp,sv_P20
65258,udp,sv_P19
62623,tcp,sv_P15
16247,icmp,sv_P4
42650,icmp,email
9378,icmp,sv_P4
4262,icmp,sv_P20
45682,udp,web
28566,udp,sv_P2
39945,icmp,sv_P2
50572,udp,web
61318,tcp,sv_P18
54803,icmp,sv_P1
61208,udp,sv_P10
8535,tcp,sv_P18
27491,tcp,sv_P9
41192,icmp,sv_P18
35535,icmp,email
58124,tcp,sv_P15
42004,icmp,sv_P19
33456,udp,sv_P14
48011,tcp,sv_P4
26746,udp,sv_P20
59368,udp,sv_P14
60508,tcp,sv_P11
55208,icmp,sv_P7
15828,tcp,sv_P17
31444,tcp,sv_P11
24870,tcp,sv_P3
5349,udp,sv_P3
14388,tcp,sv_P12
14606,icmp,sv_P14
48938,tcp,sv_P2
7018,icmp,email
30281,icmp,sv_P3
15210,udp,sv_P2
37395,udp,sv_P2
41797,icmp,sv_P3
34440,udp,email
22928,tcp,sv_P3
61024,udp,sv_P3
22437,udp,sv_P13
59526,udp,sv_P8
41413,tcp,email
50852,udp,sv_P15
42651,tcp,sv_P18
21828,tcp,sv_P20
61042,tcp,web
14983,icmp,sv_P20
38550,udp,sv_P12
37814,icmp,sv_P17
26053,icmp,sv_P11
38896,tcp,web
6642,tcp,sv_P5
14699,icmp,sv_P10
45185,icmp,sv_P20
44545,icmp,sv_P2
47309,icmp,sv_P16
53397,tcp,sv_P7
25087,tcp,web
10365,icmp,sv_P8
12741,icmp,sv_P6
50056,udp,sv_P4
58961,tcp,sv_P11
45076,udp,sv_P5
38170,icmp,sv_P7
56785,udp,sv_P1
62455,tcp,sv_P16
61462,udp,sv_P14
8294,icmp,sv_P5
39557,tcp,sv_P19
63308,tcp,sv_P10
35091,tcp,sv_P17
54149,icmp,web
46549,udp,sv_P11
19891,icmp,sv_P9
18503,icmp,service
1675,udp,sv_P5
59896,udp,web
47474,udp,sv_P14
42789,icmp,sv_P1
24716,icmp,sv_P16
26380,udp,sv_P17
26542,tcp,sv_P20
44635,tcp,sv_P6
62262,udp,sv_P9
12755,udp,sv_P11
39568,icmp,sv_P20
21271,tcp,web
12354,tcp,sv_P11
48371,udp,sv_P12
59634,tcp,sv_P16
55000,tcp,sv_P5
47264,udp,sv_P17
13854,icmp,sv_P9
4200,icmp,sv_P7
10606,icmp,sv_P14
18810,icmp,sv_P19
366,udp,sv_P19
32460,tcp,sv_P17
34145,icmp,sv_P5
31522,icmp,sv_P12
59105,udp,sv_P13
54404,icmp,sv_P6
15332,icmp,sv_P9
16603,tcp,sv_P10
33266,icmp,sv_P4
7158,icmp,sv_P16
65237,icmp,sv_P3
31744,tcp,sv_P4
43472,udp,sv_P14
26654,icmp,sv_P12
6395,icmp,sv_P3
6811,tcp,sv_P8
11463,tcp,sv_P10
59571,udp,sv_P12
10627,tcp,sv_P14
32727,udp,service
28564,udp,sv_P14
37784,udp,sv_P16
50530,icmp,email
13051,tcp,web
44891,icmp,sv_P20
409,udp,sv_P2
35558,udp,sv_P8
51566,icmp,service
61824,udp,sv_P10
8282,udp,sv_P19
9871,tcp,sv_P18
31997,tcp,sv_P13
55599,tcp,sv_P17
61716,icmp,web
61186,tcp,sv_P1
58563,tcp,sv_P17
49724,udp,sv_P9
44524,udp,sv_P8
21234,tcp,sv_P11
19379,tcp,sv_P12
57687,udp,sv_P2
7937,udp,sv_P2
62561,icmp,sv_P9
50784,tcp,sv_P2
12893,icmp,sv_P14
3093,icmp,email
64416,icmp,sv_P13
52081,udp,sv_P17
17937,icmp,sv_P4
53700,udp,service
62577,tcp,sv_P19
661,udp,sv_P11
7330,tcp,email
7600,tcp,sv_P11
26250,udp,sv_P6
59808,tcp,sv_P16
27580,icmp,sv_P2
60006,tcp,sv_P20
62327,icmp,sv_P14
19689,icmp,sv_P10
7745,icmp,sv_P20
5923,tcp,sv_P19
63773,udp,sv_P17
3462,tcp,sv_P17
55002,tcp,sv_P12
43953,udp,sv_P16
24117,tcp,sv_P12
14534,tcp,email
57233,icmp,email
18236,udp,sv_P20
34713,icmp,sv_P17
54631,tcp,sv_P2
18206,tcp,sv_P19
62438,icmp,sv_P1
21235,udp,sv_P3
65353,tcp,sv_P16
3953,udp,sv_P14
42403,tcp,sv_P11
42281,udp,sv_P9
13621,icmp,sv_P13
50484,tcp,sv_P3
32395,icmp,sv_P4
63941,icmp,sv_P4
58791,icmp,sv_P3
29201,tcp,sv_P9
34281,udp,sv_P1
44762,icmp,sv_P8
2622,icmp,sv_P3
308,tcp,sv_P19
26792,icmp,sv_P3
31191,udp,sv_P20
33695,tcp,service
3083,icmp,sv_P10
40848,udp,email
1885,udp,sv_P13
23525,icmp,sv_P15
18914,tcp,sv_P9
3920,tcp,sv_P19
7203,udp,web
23548,tcp,web
43600,tcp,sv_P9
44035,icmp,sv_P5
39802,icmp,service
11674,udp,sv_P7
556,tcp,service
42594,tcp,sv_P2
49653,udp,sv_P14
3354,tcp,sv_P15
14338,tcp,service
18039,icmp,sv_P20
36214,icmp,email
65264,udp,sv_P6
8906,tcp,sv_P6
13567,tcp,web
25187,udp,sv_P6
35953,tcp,sv_P12
63372,tcp,sv_P8
7465,udp,sv_P11
31025,udp,sv_P1
34073,tcp,sv_P17
29290,tcp,service
31545,tcp,sv_P14
15456,tcp,sv_P3
38669,tcp,sv_P18
63003,icmp,sv_P15
22965,icmp,sv_P15
44390,tcp,sv_P17
27245,icmp,web
19350,tcp,sv_P4
8431,udp,sv_P15
8462,udp,sv_P4
23256,udp,sv_P16
60901,tcp,sv_P11
61350,udp,sv_P2
45192,icmp,sv_P11
12171,icmp,sv_P12
26512,icmp,sv_P6
18419,icmp,sv_P2
41097,tcp,sv_P13
23114,udp,sv_P3
30888,icmp,sv_P14
19411,tcp,sv_P8
46918,tcp,sv_P14
21297,tcp,sv_P9
35426,icmp,sv_P13
5372,udp,sv_P18
38384,udp,sv_P17
